"ms","ms_name_en","cci","programme_title_short","status","version","last_adoption_date_ecms","priority_code","priority_name","policy_objective_short_name","policy_objective_code","policy_objective_name","specific_objective_short_name","specific_objective_code","specific_objective_name","dimension_type","category_title_short","category_code","category_name","fund","category_of_region","cofinancing_rate","eu_amount","total_amount","climate_weighting","eu_climate_amount","total_climate_amount","environmental_weighting","eu_environmental_amount","total_environmental_amount","biodiversity_weighting","eu_biodiversity_amount","total_biodiversity_amount","gender_weighting","eu_gender_amount","total_gender_amount","clean_air_weighting","eu_clean_air_amount","total_clean_air_amount","digital_weighting","eu_amount_digital","total_amount_digital","sustainable_urban_development","territorial_tool","territory_type","un_sdg_tracking","jtf_themes","priority_type_code","priority_type_description"
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","6","Zuid-Limburg","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Intervention Field","012 R+I activities in public research centres, HEI +","012","Research and innovation activities in public research centres, higher education and centres of competence including networking (industrial research, experimental development, feasibility studies)","JTF","JTF","0.4999999957","2844939.41","5689878.87","1","2844939.41","5689878.87","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 9 Industry, innovation, infrastructure","RTDI",,
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","4","Zeeuws-Vlaanderen","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","JTF","JTF","0.4999999957","56304516","112609032.97",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"FR","France","2021FR16FFPR018","Auvergne-Rhône-Alpes - ERDF/ESF+/JTF","Adopted by EC","2","2023-03-31","2","Priorité 2 : Transition énergétique et environnement","PO2 Greener Europe","2","Greener Europe","RSO2.7 Nature protection and biodiversity","RSO2.7","Nature protection and biodiversity","Form of Support","01 grant","01","Grant","ERDF","Transition","0.5999999968","7300000","12166666.73",,,,,,,,,,,,,,,,,,,,,,,,,
"EE","Estonia","2021EE16FFPR001","Cohesion Policy Funding – EE – ERDF/ESF/CF/JTF","Adopted by EC","1.1","2022-10-11","6","Prioriteet: Sotsiaalsem Eesti","PO4 Social Europe","4","Social Europe","ESO4.7 Lifelong learning and career transitions","ESO4.7","Lifelong learning and career transitions","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ESF+","Transition","0.6992005795","82245860","117628420.82",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","6","Zuid-Limburg","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Intervention Field","146 Adaptation to change of workers, firms and entrepreneurs","146","Support for adaptation of workers, enterprises and entrepreneurs to change","JTF","JTF","0.4999999957","5678633.47","11357267.04","1","5678633.47","11357267.04","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 8 Decent work and economic growth","Skills, job-search and education",,
"FR","France","2021FR16FFPR018","Auvergne-Rhône-Alpes - ERDF/ESF+/JTF","Adopted by EC","2","2023-03-31","1","Priorité 1 : Recherche, innovation, numérique, compétitivité et réindustrialisation","PO1 Smarter Europe","1","Smarter Europe","RSO1.2 Reaping the benefits of digitisation","RSO1.2","Reaping the benefits of digitisation","Gender Equality","03 Gender neutral","03","Gender neutral","ERDF","Transition","0.6","14000000","23333333.33",,,,,,,,,,"0","0","0",,,,,,,,,,,,,
"FR","France","2021FR16FFPR018","Auvergne-Rhône-Alpes - ERDF/ESF+/JTF","Adopted by EC","2","2023-03-31","2","Priorité 2 : Transition énergétique et environnement","PO2 Greener Europe","2","Greener Europe","RSO2.4 Climate change adaptation","RSO2.4","Climate change adaptation","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","More developed","0.4","5000000","12500000",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","5","West-Noord-Brabant","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Intervention Field","999 Flat rate technical assistance","999","Flat rate technical assistance – Article 36 (5) CPR","JTF","JTF","0.4999999805","986169","1972338.08",,,,,,,,,,,,,,,,"0","0","0",,,,,"TA and public administration",,
"ES","Spain","2021ES16RFPR019","Navarra - ERDF","Adopted by EC","1.2","2022-12-02","P1A","Transición digital e inteligente","PO1 Smarter Europe","1","Smarter Europe","RSO1.2 Reaping the benefits of digitisation","RSO1.2","Reaping the benefits of digitisation","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","More developed","0.4","2200000","5500000",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","1","Groningen-Emmen","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Intervention Field","025 Incubation, support to spin offs/outs + start ups","025","Incubation, support to spin offs and spin outs and start ups","JTF","JTF","0.4999999992","11000000","22000000.04","1","11000000","22000000.04","0","0","0","0","0","0",,,,"0","0","0","0.4","4400000","8800000.016",,,,"SDG 8 Decent work and economic growth","SMEs and diversification",,
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","5","West-Noord-Brabant","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Intervention Field","013 Digitising SMEs","013","Digitising SMEs (including e‑Commerce, e‑Business and networked business processes, digital innovation hubs, living labs, web entrepreneurs and ICT start‑ups, B2B)","JTF","JTF","0.4999999957","3000000","6000000.05","1","3000000","6000000.05","0","0","0","0","0","0",,,,"0","0","0","1","3000000","6000000.05",,,,"SDG 9 Industry, innovation, infrastructure","SMEs and diversification",,
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","1","Groningen-Emmen","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Intervention Field","022 Support for large enterprises with financial instruments","022","Support for large enterprises through financial instruments, including productive investments","JTF","JTF","0.4999999992","25000000","50000000.08","1","25000000","50000000.08","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 8 Decent work and economic growth","Large enterprises",,
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","1","Groningen-Emmen","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Intervention Field","145 Digital skills","145","Support for the development of digital skills","JTF","JTF","0.4999999992","6500000","13000000.02","1","6500000","13000000.02","0","0","0","0","0","0",,,,"0","0","0","1","6500000","13000000.02",,,,"SDG 4 Quality education","Skills, job-search and education",,
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","1","Groningen-Emmen","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Intervention Field","146 Adaptation to change of workers, firms and entrepreneurs","146","Support for adaptation of workers, enterprises and entrepreneurs to change","JTF","JTF","0.4999999992","18115226","36230452.06","1","18115226","36230452.06","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 8 Decent work and economic growth","Skills, job-search and education",,
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","1","Groningen-Emmen","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Form of Support","02 Financial instruments: equity or quasi-equity","02","Support through financial instruments: equity or quasi-equity","JTF","JTF","0.4999999992","2000000","4000000.01",,,,,,,,,,,,,,,,,,,,,,,,,
"FR","France","2021FR16FFPR018","Auvergne-Rhône-Alpes - ERDF/ESF+/JTF","Adopted by EC","2","2023-03-31","4","Priorité 4 : Santé et tourisme","PO4 Social Europe","4","Social Europe","RSO4.5 Access to health care","RSO4.5","Access to health care","Gender Equality","03 Gender neutral","03","Gender neutral","ERDF","Transition","0.6","5200000","8666666.67",,,,,,,,,,"0","0","0",,,,,,,,,,,,,
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","4","Zeeuws-Vlaanderen","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Intervention Field","124 Infrastructure for vocational education and training","124","Infrastructure for vocational education and training and adult learning","JTF","JTF","0.4999999957","3167129","6334258.05","1","3167129","6334258.05","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 4 Quality education","Skills, job-search and education",,
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","1","Groningen-Emmen","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Intervention Field","050 Renewable energy: biomass with GHG savings","050","Renewable energy: biomass with high greenhouse gas savings","JTF","JTF","0.4999999992","10000000","20000000.03","1","10000000","20000000.03","0.4","4000000","8000000.01","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 7 Affordable and clean energy","Clean energy",,
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","6","Zuid-Limburg","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Intervention Field","010 R+I activities in SMEs","010","Research and innovation activities in SMEs, including networking","JTF","JTF","0.4999999957","2844939.41","5689878.87","1","2844939.41","5689878.87","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 9 Industry, innovation, infrastructure","SMEs and diversification",,
"FR","France","2021FR16FFPR018","Auvergne-Rhône-Alpes - ERDF/ESF+/JTF","Adopted by EC","2","2023-03-31","2","Priorité 2 : Transition énergétique et environnement","PO2 Greener Europe","2","Greener Europe","RSO2.6 Circular economy","RSO2.6","Circular economy","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Transition","0.5999999968","800000","1333333.34",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"NL","Netherlands","2021NL16RFPR004","Oost-Nederland – NL – ERDF","Adopted by EC","2","2023-07-12","2","Een groener Oost-Nederland door innovatie, demonstratie en acceptatie van slimme oplossingen in de energietransitie","PO2 Greener Europe","2","Greener Europe","RSO2.3 Smart energy systems","RSO2.3","Smart energy systems","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","More developed","0.3988320581","12266029","30754872.26",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"FR","France","2021FR16FFPR018","Auvergne-Rhône-Alpes - ERDF/ESF+/JTF","Adopted by EC","2","2023-03-31","1","Priorité 1 : Recherche, innovation, numérique, compétitivité et réindustrialisation","PO1 Smarter Europe","1","Smarter Europe","RSO1.1 Enhancing research and innovation","RSO1.1","Enhancing research and innovation","Form of Support","01 grant","01","Grant","ERDF","More developed","0.4","97000000","242500000",,,,,,,,,,,,,,,,,,,,,,,,,
"FR","France","2021FR16FFPR018","Auvergne-Rhône-Alpes - ERDF/ESF+/JTF","Adopted by EC","2","2023-03-31","1","Priorité 1 : Recherche, innovation, numérique, compétitivité et réindustrialisation","PO1 Smarter Europe","1","Smarter Europe","RSO1.3 Growth and competitiveness of SMEs","RSO1.3","Growth and competitiveness of SMEs","Gender Equality","03 Gender neutral","03","Gender neutral","ERDF","More developed","0.4","50000000","125000000",,,,,,,,,,"0","0","0",,,,,,,,,,,,,
"EE","Estonia","2021EE65BVPR001","Estonia - BMVI","Adopted by EC (TF Accepted)","1.1","2022-09-07",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.008 Situational awareness and exchange of information","SO1.008","Situational awareness and exchange of information","BMVI","BMVI","0.75","300000","400000",,,,,,,,,,,,,,,,,,,,,,,,,
"FR","France","2021FR16FFPR018","Auvergne-Rhône-Alpes - ERDF/ESF+/JTF","Adopted by EC","2","2023-03-31","5","Priorité 5 : Approches territoriales","PO5 Europe closer to citizens","5","Europe closer to citizens","RSO5.2 Integrated development in rural and coastal areas","RSO5.2","Integrated development in rural and coastal areas","Form of Support","01 grant","01","Grant","ERDF","More developed","0.4","9000000","22500000",,,,,,,,,,,,,,,,,,,,,,,,,
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","5","West-Noord-Brabant","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Gender Equality","03 Gender neutral","03","Gender neutral","JTF","JTF","0.4999999957","56304516","112609032.97",,,,,,,,,,"0","0","0",,,,,,,,,,,,,
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","1","Groningen-Emmen","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Intervention Field","041 Energy efficiency in housing","041","Energy efficiency renovation of existing housing stock, demonstration projects and supporting measures","JTF","JTF","0.4999999992","5000000","10000000.02","1","5000000","10000000.02","0.4","2000000","4000000.01","0","0","0",,,,"0.4","2000000","4000000.01","0","0","0",,,,"SDG 7 Affordable and clean energy","Clean energy",,
"PL","Poland","2021PL65BVPR001","Poland - BMVI","Adopted by EC (TF Proposed)","1.1","2022-12-13",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.017 Inter-agency cooperation – with third countries","SO1.017","Inter-agency cooperation - with third countries","BMVI","BMVI","0.8147729856","0","0",,,,,,,,,,,,,,,,,,,,,,,,,
"NL","Netherlands","2021NL16JTPR001","Nederland – NL – JTF","Adopted by EC","2","2023-07-12","4","Zeeuws-Vlaanderen","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Intervention Field","141 Labour mobility","141","Support for labour mobility","JTF","JTF","0.4999999957","1055709.63","2111419.28","1","1055709.63","2111419.28","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 8 Decent work and economic growth","Skills, job-search and education",,
"EE","Estonia","2021EE65BVPR001","Estonia - BMVI","Adopted by EC (TF Accepted)","1.1","2022-09-07",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.022 Large-scale IT systems – (ETIAS) – Article 85(2) of Reg.","SO1.022","Large-scale IT systems - European Travel Information and Authorisation System (ETIAS) - Article 85(2) of Regulation (EU) 2018/1240","BMVI","BMVI","0.75","1161885.65","1549180.87",,,,,,,,,,,,,,,,"1","1161885.65","1549180.87",,,,,,,
"CY","Cyprus","2021CY65BVPR001","Cyprus - BMVI","Adopted by EC (TF Proposed)","1.2","2023-01-23",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.007 Technical and operational measures within Schengen area","SO1.007","Technical and operational measures within the Schengen area which are related to border control","BMVI","BMVI","0.8214677101","0","0",,,,,,,,,,,,,,,,,,,,,,,,,
